satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,employeeID
0.34,0.46,2,169,2,1,0,0,support,low,123810
0.59,0.49,4,164,3,0,0,0,support,low,123811
0.94,0.95,4,155,3,0,0,0,support,medium,123812
0.98,0.77,5,223,2,1,0,0,support,medium,123813
0.72,0.66,3,160,3,0,0,0,support,medium,123814
0.79,0.7,4,268,2,0,0,0,support,medium,123815
0.54,0.61,4,151,4,1,0,0,support,medium,123816
0.73,0.95,3,156,2,0,0,0,support,medium,123817
0.82,0.58,4,136,3,0,0,0,support,medium,123818
0.57,0.45,3,189,2,0,0,0,technical,medium,123819
0.98,0.93,5,203,2,0,0,0,technical,medium,123820
0.91,0.65,5,174,2,0,0,0,technical,medium,123821
0.72,0.91,3,239,2,0,0,0,management,medium,123822
0.48,0.73,5,152,6,0,0,0,IT,medium,123823
0.57,0.86,4,268,6,0,0,0,IT,medium,123824
0.86,0.96,4,146,3,0,0,0,IT,medium,123825
0.63,0.85,3,232,4,0,0,0,IT,medium,123826
0.81,0.52,3,255,5,0,0,0,IT,medium,123827
0.21,0.37,4,129,4,0,0,0,product_mng,medium,123828
0.9,0.66,3,261,3,1,0,0,product_mng,medium,123829
0.79,0.78,3,101,2,1,0,0,product_mng,medium,123830
0.95,0.49,4,229,3,0,0,0,product_mng,medium,123831
0.29,0.43,3,162,4,0,0,0,IT,medium,123832
0.81,0.52,4,270,3,0,0,0,RandD,medium,123833
0.21,0.56,6,277,5,0,0,0,RandD,medium,123834
0.7,0.83,5,261,4,0,0,0,RandD,high,123835
0.66,0.64,4,204,2,0,0,0,RandD,low,123836
0.16,0.86,2,215,2,0,0,0,RandD,medium,123837
0.72,0.8,3,219,3,0,0,0,marketing,medium,123838
0.51,0.5,3,147,4,0,0,0,sales,medium,123839
0.59,0.63,5,243,2,0,0,0,accounting,medium,123840
0.66,0.4,2,155,5,1,0,0,support,medium,123841
0.69,0.84,3,253,2,0,0,0,technical,medium,123842
0.69,0.94,4,235,3,0,0,0,management,medium,123843
0.89,0.79,5,257,3,0,0,0,marketing,medium,123844
0.52,0.56,4,225,2,0,0,0,marketing,medium,123845
0.91,0.91,3,167,3,0,0,0,marketing,medium,123846
0.96,0.53,5,224,4,0,0,0,sales,low,123847
0.8,0.58,5,127,3,0,0,0,sales,low,123848
0.55,0.77,3,256,3,1,0,0,sales,low,123849
0.93,0.63,4,233,2,0,0,0,sales,low,123850
0.93,0.86,4,169,4,0,0,0,sales,low,123851
0.54,0.48,3,152,2,0,0,0,sales,low,123852
0.48,0.76,5,236,2,0,0,0,sales,low,123853
0.19,0.99,3,154,2,0,0,0,sales,high,123854
0.95,0.71,3,223,2,0,0,0,sales,low,123855
0.96,0.81,4,211,3,0,0,0,sales,high,123856
0.63,0.89,4,192,2,0,0,0,sales,high,123857
0.81,0.8,4,227,2,1,0,0,sales,low,123858
0.5,0.88,4,265,3,1,0,0,sales,low,123859
0.76,0.72,5,228,2,0,0,0,sales,high,123860
0.84,0.49,4,152,3,0,0,0,sales,low,123861
0.2,0.95,5,169,5,0,0,0,sales,medium,123862
0.78,0.92,3,169,3,0,0,0,sales,high,123863
0.8,0.68,4,157,3,0,0,0,sales,medium,123864
0.94,0.57,4,251,2,1,0,0,sales,medium,123865
0.44,0.74,5,253,2,0,0,0,accounting,medium,123866
0.92,0.85,3,155,2,0,0,0,accounting,medium,123867
0.54,0.8,3,232,2,0,0,0,accounting,high,123868
0.56,0.56,4,195,2,0,0,0,hr,medium,123869
0.66,0.69,4,198,3,1,0,0,hr,medium,123870
0.8,0.91,3,246,3,0,0,0,hr,medium,123871
0.6,0.81,2,214,3,0,0,0,hr,high,123872
0.73,0.73,5,249,3,0,0,0,technical,medium,123873
0.55,0.74,3,211,3,1,0,0,technical,high,123874
0.7,0.71,5,269,3,0,0,0,technical,low,123875
0.53,0.68,4,214,3,0,0,0,technical,medium,123876
0.9,0.94,4,231,3,0,0,0,technical,medium,123877
0.8,0.78,3,175,3,0,0,0,technical,medium,123878
0.51,0.6,5,175,3,0,0,0,technical,medium,123879
0.86,0.96,5,238,5,0,0,0,technical,low,123880
0.63,0.79,4,228,4,0,0,0,technical,low,123881
0.83,0.93,3,220,4,0,0,0,technical,low,123882
0.85,0.55,4,233,2,1,0,0,technical,low,123883
0.8,0.57,3,225,4,0,0,0,support,low,123884
0.79,0.97,5,187,3,0,0,0,support,low,123885
0.37,0.71,3,117,3,0,0,0,support,low,123886
0.85,0.9,3,184,3,1,0,0,support,low,123887
0.76,0.56,3,216,3,0,0,0,support,low,123888
0.99,0.62,4,140,2,1,0,0,support,low,123889
0.55,0.63,3,201,2,1,0,0,support,high,123890
0.69,0.69,4,167,3,1,0,0,support,low,123891
0.68,1,5,203,2,0,0,0,support,low,123892
0.69,0.9,5,231,2,1,0,0,support,low,123893
0.65,0.7,3,141,4,0,0,0,support,low,123894
0.17,0.88,6,226,3,1,0,0,technical,high,123895
0.48,0.65,3,199,2,0,0,0,technical,low,123896
0.65,0.59,4,192,3,0,0,0,technical,low,123897
0.57,0.49,4,247,2,0,0,0,management,low,123898
0.8,0.67,3,164,3,0,0,0,IT,high,123899
0.8,0.6,5,234,2,0,0,0,IT,low,123900
0.5,0.6,2,177,3,1,0,0,IT,medium,123901
0.95,0.87,3,208,2,0,0,0,IT,high,123902
0.69,0.93,3,233,3,0,0,0,IT,medium,123903
0.74,0.57,4,172,3,0,0,0,product_mng,high,123904
0.68,0.59,3,141,3,0,0,0,product_mng,medium,123905
0.68,0.55,3,213,3,0,0,0,product_mng,medium,123906
0.65,0.37,5,128,3,1,0,0,product_mng,medium,123907
0.85,0.92,4,151,3,1,0,0,IT,medium,123908
0.49,0.48,4,247,3,0,0,0,RandD,medium,123909
0.19,0.8,6,143,4,0,0,0,RandD,medium,123910
0.95,0.61,3,164,3,0,0,0,RandD,medium,123911
0.63,0.62,3,183,3,0,0,0,RandD,medium,123912
0.83,0.8,4,274,3,0,0,0,RandD,high,123913
0.62,0.78,4,261,2,0,0,0,marketing,low,123914
0.74,0.98,5,200,3,0,0,0,sales,medium,123915
0.7,0.87,5,177,2,0,0,0,accounting,medium,123916
0.28,0.38,5,139,4,0,0,0,support,medium,123917
0.39,0.56,6,228,5,0,0,0,technical,medium,123918
0.62,0.63,3,230,2,0,0,0,management,medium,123919
0.79,0.54,5,212,4,0,0,0,marketing,medium,123920
0.87,0.74,4,265,4,0,0,0,marketing,medium,123921
0.29,0.75,3,124,4,0,0,0,marketing,medium,123922
0.37,0.88,4,155,3,0,0,0,sales,medium,123923
0.68,0.55,4,215,4,0,0,0,sales,high,123924
0.9,0.51,4,214,2,0,0,0,sales,low,123925
0.97,0.65,3,181,3,0,0,0,sales,low,123926
0.6,0.77,4,229,2,0,0,0,sales,low,123927
0.58,0.79,5,262,2,0,0,0,sales,high,123928
0.83,0.86,3,165,3,0,0,0,sales,low,123929
0.83,0.73,5,136,3,0,0,0,sales,low,123930
0.94,0.71,4,151,2,1,0,0,sales,low,123931
0.69,0.9,5,226,4,0,0,0,sales,high,123932
0.81,0.81,5,215,2,0,0,0,sales,low,123933
0.19,0.5,6,143,5,1,0,0,sales,low,123934
0.18,0.64,3,223,4,1,0,0,sales,low,123935
0.58,0.63,4,271,3,0,0,0,sales,low,123936
0.76,0.65,3,220,3,0,0,0,sales,low,123937
0.26,0.47,6,182,4,0,0,0,sales,low,123938
0.78,0.87,3,190,3,0,0,0,sales,low,123939
0.71,0.56,3,198,3,0,0,0,sales,medium,123940
0.76,0.61,3,141,2,0,0,0,sales,medium,123941
0.44,0.81,3,248,2,0,0,0,accounting,medium,123942
0.26,0.69,2,168,5,0,0,0,accounting,medium,123943
0.75,0.57,5,162,3,0,0,0,accounting,medium,123944
0.64,0.9,4,211,3,0,0,0,hr,medium,123945
0.79,0.71,4,271,3,0,0,0,hr,medium,123946
0.96,0.61,3,271,2,0,0,0,hr,medium,123947
0.63,1,5,244,2,0,0,0,hr,medium,123948
0.65,0.55,5,261,3,1,0,0,technical,medium,123949
0.76,0.81,3,225,3,0,0,0,technical,medium,123950
0.26,0.9,4,266,5,0,0,0,technical,medium,123951
0.84,0.73,3,146,5,1,0,0,technical,high,123952
0.74,0.77,3,233,3,0,0,0,technical,low,123953
0.53,0.45,4,180,3,0,0,0,technical,medium,123954
0.7,0.56,5,208,3,0,0,0,technical,medium,123955
0.62,0.69,4,165,4,1,0,0,technical,medium,123956
0.71,0.68,4,221,4,0,0,0,technical,medium,123957
0.5,0.65,3,215,2,0,0,0,technical,low,123958
0.53,0.5,6,264,6,0,0,0,technical,low,123959
0.88,0.89,2,160,4,0,0,0,support,low,123960
0.79,0.83,2,192,3,0,0,0,support,low,123961
0.69,0.89,5,201,2,0,0,0,support,low,123962
0.57,0.96,4,264,2,0,0,0,support,low,123963
0.68,0.8,4,186,3,1,0,0,support,low,123964
0.6,0.82,4,272,3,0,0,0,support,low,123965
0.7,0.9,4,216,3,0,0,0,support,low,123966
0.71,0.76,4,142,2,1,0,0,support,low,123967
0.49,0.51,4,133,3,0,0,0,support,low,123968
0.74,0.7,4,260,2,0,0,0,support,low,123969
0.2,0.93,4,101,5,0,0,0,support,low,123970
0.57,0.5,4,230,2,0,0,0,technical,low,123971
0.83,0.48,3,242,4,0,0,0,technical,low,123972
0.22,0.64,3,193,2,0,0,0,technical,low,123973
0.67,0.57,2,234,4,0,0,0,management,low,123974
0.54,0.84,3,132,3,0,0,0,IT,low,123975
0.54,0.53,4,183,3,0,0,0,IT,low,123976
0.64,0.61,4,191,4,0,0,0,IT,low,123977
0.23,0.84,5,140,4,0,0,0,IT,low,123978
0.88,0.87,5,257,3,0,0,0,IT,medium,123979
0.83,0.54,4,219,3,0,0,0,product_mng,medium,123980
0.88,0.67,5,141,2,0,0,0,product_mng,medium,123981
0.9,0.85,5,162,2,0,0,0,product_mng,medium,123982
0.49,0.61,3,181,3,0,0,0,product_mng,medium,123983
0.55,0.49,3,191,3,0,0,0,IT,medium,123984
0.92,0.69,4,149,6,1,0,0,RandD,medium,123985
0.72,0.67,3,164,4,0,0,0,RandD,medium,123986
0.63,0.5,4,235,3,0,0,0,RandD,medium,123987
0.98,0.66,3,199,3,0,0,0,RandD,medium,123988
0.76,0.52,3,248,3,0,0,0,RandD,medium,123989
0.42,0.56,2,103,3,1,0,0,marketing,medium,123990
0.58,0.65,4,248,4,0,0,0,marketing,high,123991
0.85,0.82,3,153,3,1,0,0,sales,low,123992
0.67,0.95,4,241,4,0,0,0,accounting,medium,123993
0.58,1,4,258,3,0,0,0,support,medium,123994
0.84,0.76,5,172,5,1,0,0,technical,medium,123995
0.56,0.68,3,149,2,0,0,0,management,medium,123996
0.63,0.83,4,217,3,0,0,0,marketing,low,123997
0.51,0.92,3,243,3,0,0,0,marketing,low,123998
0.95,0.81,5,120,3,0,0,0,marketing,low,123999
0.85,0.55,3,137,3,1,0,0,sales,low,124000
0.73,0.78,5,150,3,0,0,0,sales,low,124001
0.2,0.49,5,199,5,0,0,0,sales,low,124002
0.78,0.79,3,203,2,0,0,0,sales,low,124003
0.83,0.8,3,273,3,0,0,0,sales,low,124004
0.87,0.56,2,214,3,1,0,0,sales,low,124005
0.98,0.99,5,141,3,0,0,0,sales,low,124006
1,0.81,5,243,3,0,0,0,sales,low,124007
0.7,0.55,4,159,3,0,0,0,sales,low,124008
0.62,0.88,5,146,3,0,0,0,sales,low,124009
0.67,0.72,4,159,2,0,0,0,sales,low,124010
0.86,0.96,4,196,3,0,0,0,sales,low,124011
0.44,0.57,5,183,2,1,0,0,sales,low,124012
0.19,0.86,4,192,4,0,0,0,sales,low,124013
0.76,0.83,4,246,2,0,0,0,sales,low,124014
0.89,0.93,5,191,4,0,0,0,sales,low,124015
0.25,0.97,3,158,3,0,0,0,sales,low,124016
0.68,1,4,167,2,0,0,0,sales,low,124017
0.38,0.5,2,187,2,1,0,0,sales,medium,124018
0.64,0.95,4,199,4,0,0,0,accounting,medium,124019
0.76,0.62,4,157,3,0,0,0,accounting,medium,124020
0.26,0.45,2,157,3,0,0,0,accounting,medium,124021
0.69,0.67,3,178,2,0,0,0,hr,medium,124022
0.98,0.66,3,154,2,0,0,0,hr,medium,124023
0.86,0.83,5,208,2,1,0,0,hr,medium,124024
0.14,0.68,4,273,5,1,0,0,hr,medium,124025
0.58,0.63,4,159,3,0,0,0,technical,medium,124026
0.63,0.97,4,234,2,0,0,0,technical,medium,124027
0.7,0.91,5,139,3,1,0,0,technical,medium,124028
0.73,0.62,4,210,4,0,0,0,technical,medium,124029
0.89,0.52,3,164,3,0,0,0,technical,high,124030
0.17,0.61,3,241,5,1,0,0,technical,low,124031
0.86,0.73,5,259,2,0,0,0,technical,medium,124032
0.59,0.73,3,159,3,1,0,0,technical,medium,124033
0.22,0.51,4,131,2,0,0,0,technical,medium,124034
0.55,0.57,3,266,2,0,0,0,technical,medium,124035
0.74,0.6,3,153,2,0,0,0,technical,low,124036
0.55,0.54,3,253,2,0,0,0,support,low,124037
0.67,0.94,4,141,2,1,0,0,support,low,124038
0.64,0.8,3,199,3,0,0,0,support,low,124039
0.58,0.71,3,205,3,0,0,0,support,low,124040
0.9,0.6,4,252,3,0,0,0,support,low,124041
0.89,0.9,4,153,3,0,0,0,support,low,124042
0.74,0.37,2,171,4,0,0,0,support,low,124043
0.78,0.91,5,150,4,0,0,0,support,low,124044
0.97,0.53,4,247,3,0,0,0,support,low,124045
0.52,0.92,4,150,2,1,0,0,support,low,124046
0.99,0.86,4,206,2,0,0,0,support,low,124047
0.76,0.44,4,192,4,1,0,0,technical,low,124048
0.69,0.96,5,164,3,0,0,0,technical,low,124049
0.59,0.69,3,186,3,0,0,0,technical,low,124050
0.95,0.63,3,249,3,0,0,0,management,low,124051
0.69,0.81,3,214,2,0,0,0,IT,low,124052
0.76,0.75,4,193,4,0,0,0,IT,low,124053
0.7,0.84,2,114,4,0,0,0,IT,low,124054
0.87,0.6,2,122,2,0,0,0,IT,low,124055
0.44,0.55,3,170,3,1,0,0,IT,low,124056
0.54,0.91,3,151,3,0,0,0,product_mng,medium,124057
0.55,0.75,3,156,3,0,0,0,product_mng,medium,124058
0.81,0.75,5,170,3,1,0,0,product_mng,medium,124059
0.5,0.55,3,188,2,0,0,0,product_mng,medium,124060
0.93,0.74,4,201,3,1,0,0,IT,medium,124061
0.64,0.5,6,254,6,0,0,0,RandD,medium,124062
0.57,0.78,3,206,4,0,0,0,RandD,medium,124063
0.95,0.74,4,216,3,0,0,0,RandD,medium,124064
0.86,0.67,5,200,3,0,0,0,RandD,medium,124065
0.82,0.58,4,202,2,0,0,0,RandD,medium,124066
0.18,0.79,4,217,4,0,0,0,RandD,medium,124067
0.58,0.7,5,151,4,0,0,0,marketing,medium,124068
0.57,0.56,3,224,2,0,0,0,sales,high,124069
0.94,0.83,5,148,3,0,0,0,accounting,low,124070
0.2,0.97,6,224,5,1,0,0,support,medium,124071
0.73,0.75,2,243,5,1,0,0,technical,medium,124072
0.94,0.8,4,238,3,1,0,0,management,medium,124073
0.99,0.61,3,254,3,0,0,0,marketing,medium,124074
0.22,0.49,4,218,4,0,0,0,marketing,low,124075
0.67,0.66,3,237,3,0,0,0,marketing,low,124076
0.49,0.67,4,185,2,0,0,0,sales,low,124077
0.78,0.95,4,184,3,0,0,0,sales,low,124078
0.15,0.74,2,176,3,1,0,0,sales,low,124079
0.91,0.89,4,260,3,0,0,0,sales,low,124080
0.7,0.78,4,254,4,0,0,0,sales,low,124081
0.6,0.95,3,221,3,0,0,0,sales,low,124082
0.59,0.57,5,257,2,0,0,0,sales,low,124083
0.59,0.93,3,265,3,1,0,0,sales,low,124084
0.55,0.64,3,138,3,1,0,0,sales,low,124085
0.42,0.75,3,163,2,1,0,0,sales,low,124086
0.57,0.81,3,144,3,0,0,0,sales,low,124087
0.72,0.51,3,146,2,1,0,0,sales,low,124088
0.83,0.81,3,242,6,0,0,0,sales,low,124089
0.89,0.93,4,249,3,0,0,0,sales,low,124090
0.55,0.59,3,245,3,0,0,0,sales,low,124091
0.53,0.75,4,201,2,0,0,0,sales,low,124092
0.74,0.59,4,177,4,1,0,0,sales,medium,124093
0.63,0.98,4,160,2,0,0,0,sales,medium,124094
0.63,0.4,6,177,2,1,0,0,sales,medium,124095
0.61,0.97,4,153,3,0,0,0,accounting,medium,124096
0.76,0.79,3,197,5,0,0,0,accounting,medium,124097
0.67,0.82,4,246,4,0,0,0,accounting,medium,124098
0.51,0.95,4,258,3,0,0,0,hr,medium,124099
0.67,0.55,3,137,3,0,0,0,hr,medium,124100
0.16,0.94,3,178,4,0,0,0,hr,medium,124101
0.34,0.85,4,123,4,0,0,0,hr,medium,124102
0.58,0.73,5,162,3,1,0,0,technical,medium,124103
0.5,0.71,5,210,5,0,0,0,technical,medium,124104
0.56,0.48,4,197,3,1,0,0,technical,high,124105
0.56,0.98,3,220,3,0,0,0,technical,low,124106
0.74,0.71,4,133,2,0,0,0,technical,medium,124107
0.69,0.99,3,198,2,0,0,0,technical,medium,124108
0.15,0.81,4,160,5,0,0,0,technical,medium,124109
0.58,0.67,2,180,2,0,0,0,technical,medium,124110
0.8,0.79,3,217,3,0,0,0,technical,low,124111
0.5,0.57,3,223,3,0,0,0,technical,low,124112
0.66,0.92,4,229,2,0,0,0,technical,low,124113
0.81,0.78,4,159,3,0,0,0,support,low,124114
0.14,0.68,5,253,5,0,0,0,support,low,124115
0.92,0.85,3,235,2,0,0,0,support,low,124116
0.69,0.91,4,186,3,0,0,0,support,low,124117
0.66,0.99,4,263,2,0,0,0,support,low,124118
0.85,0.39,4,239,4,0,0,0,support,low,124119
0.83,0.69,4,151,2,0,0,0,support,low,124120
1,0.49,3,106,4,0,0,0,support,low,124121
0.68,0.65,3,183,4,0,0,0,support,low,124122
0.26,0.97,3,125,2,0,0,0,support,low,124123
0.35,0.41,3,157,2,0,0,0,support,low,124124
0.12,0.58,3,241,2,0,0,0,technical,low,124125
0.91,0.93,4,184,3,0,0,0,technical,low,124126
0.65,0.67,4,144,3,0,0,0,technical,low,124127
0.78,0.72,3,255,4,1,0,0,management,low,124128
0.61,0.82,3,261,4,0,0,0,IT,low,124129
0.64,0.51,4,207,2,0,0,0,IT,low,124130
0.58,0.73,4,205,4,0,0,0,IT,low,124131
0.63,0.76,4,217,2,1,0,0,IT,medium,124132
0.94,0.6,4,215,2,1,0,0,IT,medium,124133
0.26,0.81,5,139,4,0,0,0,product_mng,medium,124134
0.59,0.69,3,146,3,0,0,0,product_mng,medium,124135
0.78,0.8,4,175,3,0,0,0,product_mng,medium,124136
0.86,0.64,5,188,3,0,0,0,product_mng,medium,124137
0.79,0.73,5,155,3,0,0,0,IT,medium,124138
0.89,0.73,4,171,4,0,0,0,RandD,medium,124139
0.34,0.99,4,184,3,0,0,0,RandD,medium,124140
0.29,0.77,3,164,6,0,0,0,RandD,medium,124141
0.71,0.89,3,244,4,0,0,0,RandD,medium,124142
0.93,0.58,4,222,2,0,0,0,RandD,medium,124143
0.94,0.76,4,231,3,1,0,0,RandD,high,124144
0.91,0.72,3,213,3,0,0,0,marketing,low,124145
0.71,0.96,4,144,4,0,0,0,sales,medium,124146
0.67,0.81,3,221,4,1,0,0,accounting,medium,124147
0.54,0.42,3,138,3,1,0,0,support,medium,124148
0.89,0.58,3,183,4,0,0,0,technical,medium,124149
0.94,0.91,3,250,3,1,0,0,management,low,124150
0.15,0.89,3,219,6,0,0,0,marketing,low,124151
0.45,0.92,6,164,4,1,0,0,marketing,low,124152
0.92,0.67,4,161,4,1,0,0,marketing,low,124153
0.63,0.56,4,274,5,1,0,0,sales,low,124154
0.8,0.66,4,181,3,1,0,0,sales,low,124155
0.45,0.72,3,148,2,0,0,0,sales,low,124156
0.72,0.54,3,226,2,1,0,0,sales,low,124157
0.84,0.36,6,256,5,0,0,0,sales,low,124158
0.61,0.51,3,141,2,0,0,0,sales,low,124159
0.63,0.88,3,177,3,0,0,0,sales,low,124160
0.49,0.54,4,173,2,0,0,0,sales,low,124161
0.68,0.51,2,196,3,0,0,0,sales,low,124162
0.64,0.85,5,179,2,0,0,0,sales,low,124163
0.61,0.64,4,201,3,0,0,0,sales,low,124164
0.83,0.55,5,247,3,0,0,0,sales,low,124165
0.94,0.51,5,238,2,0,0,0,sales,low,124166
0.27,0.66,3,133,6,0,0,0,sales,low,124167
0.6,0.49,2,194,4,0,0,0,sales,low,124168
0.83,0.69,4,232,2,0,0,0,sales,low,124169
0.53,0.75,3,232,3,0,0,0,sales,low,124170
0.79,0.97,4,204,3,0,0,0,sales,medium,124171
0.96,0.49,4,252,3,1,0,0,sales,medium,124172
0.5,0.56,3,164,3,0,0,0,accounting,medium,124173
0.68,0.81,5,266,2,0,0,0,accounting,medium,124174
0.24,0.54,4,226,4,1,0,0,accounting,medium,124175
0.8,0.8,4,252,6,0,0,0,hr,medium,124176
0.62,0.74,4,155,3,0,0,0,hr,medium,124177
1,0.85,3,202,2,0,0,0,hr,medium,124178
0.64,0.75,3,214,3,0,0,0,hr,medium,124179
0.51,0.55,4,267,3,0,0,0,technical,medium,124180
0.74,0.5,4,265,3,0,0,0,technical,medium,124181
0.49,0.99,3,221,2,1,0,0,technical,medium,124182
0.96,0.83,4,132,6,0,0,0,technical,high,124183
0.59,0.62,4,227,4,1,0,0,technical,low,124184
0.84,0.57,4,234,3,0,0,0,technical,medium,124185
0.16,0.84,3,238,6,0,0,0,technical,medium,124186
0.62,0.75,3,149,2,1,0,0,technical,medium,124187
0.79,0.67,4,152,3,0,0,0,technical,medium,124188
0.53,0.83,4,249,3,1,0,0,technical,low,124189
0.17,0.48,6,270,5,0,0,0,technical,low,124190
0.57,0.76,3,200,2,0,0,0,support,low,124191
0.65,0.82,4,207,2,0,0,0,support,low,124192
0.69,0.74,4,266,2,1,0,0,support,low,124193
0.3,0.8,6,250,3,0,0,0,support,low,124194
0.99,0.92,3,220,3,0,0,0,support,low,124195
0.5,0.69,4,177,2,0,0,0,support,low,124196
0.54,0.96,3,147,2,0,0,0,support,medium,124197
0.69,0.57,4,227,4,0,0,0,support,medium,124198
0.5,0.85,4,272,2,0,0,0,support,medium,124199
0.66,0.73,3,244,3,0,0,0,support,medium,124200
1,0.93,5,182,3,1,0,0,support,medium,124201
0.15,0.61,3,146,6,1,0,0,technical,medium,124202
0.31,0.54,5,259,5,1,0,0,technical,medium,124203
0.65,0.49,4,184,4,0,0,0,technical,medium,124204
0.72,0.69,4,149,2,0,0,0,management,medium,124205
0.84,0.85,4,185,3,1,0,0,IT,medium,124206
0.55,0.8,3,254,2,0,0,0,IT,medium,124207
0.6,0.58,4,249,3,0,0,0,IT,medium,124208
0.84,0.48,4,269,2,0,0,0,IT,medium,124209
0.68,0.87,3,168,3,0,0,0,IT,medium,124210
0.13,1,6,225,3,0,0,0,product_mng,medium,124211
0.88,0.98,3,160,2,0,0,0,product_mng,medium,124212
0.64,0.57,5,149,3,1,0,0,product_mng,medium,124213
0.19,0.95,5,193,3,0,0,0,product_mng,medium,124214
0.83,0.88,5,171,3,1,0,0,IT,medium,124215
0.17,0.41,4,232,3,1,0,0,RandD,medium,124216
0.44,0.74,4,250,6,0,0,0,RandD,medium,124217
0.52,0.55,4,243,2,0,0,0,RandD,medium,124218
0.66,0.62,4,250,2,0,0,0,RandD,medium,124219
0.96,0.55,4,153,3,0,0,0,RandD,medium,124220
0.19,0.5,5,126,3,1,0,0,RandD,medium,124221
0.86,1,3,192,3,0,0,0,marketing,high,124222
0.65,0.57,3,137,4,1,0,0,sales,high,124223
0.61,0.97,3,199,3,1,0,0,accounting,high,124224
0.53,0.96,3,181,3,1,0,0,support,high,124225
0.14,0.76,5,260,6,0,0,0,technical,high,124226
0.74,1,4,199,4,0,0,0,management,high,124227
0.47,0.62,6,171,5,1,0,0,marketing,high,124228
0.6,0.56,4,260,3,0,0,0,marketing,high,124229
0.81,0.58,3,243,4,0,0,0,marketing,high,124230
0.95,0.59,2,154,4,0,0,0,sales,high,124231
0.98,0.8,2,201,2,0,0,0,sales,high,124232
0.52,0.8,5,234,3,0,0,0,sales,high,124233
1,0.97,3,216,3,1,0,0,sales,low,124234
0.16,0.74,5,205,4,1,0,0,sales,low,124235
0.19,0.83,3,225,4,0,0,0,sales,low,124236
0.94,0.87,3,229,3,0,0,0,sales,low,124237
0.58,0.43,6,132,3,0,0,0,sales,low,124238
0.92,0.69,4,180,3,0,0,0,sales,low,124239
0.65,0.8,4,164,4,0,0,0,sales,low,124240
0.74,0.74,5,175,3,0,0,0,sales,low,124241
0.6,0.53,5,103,2,0,0,0,sales,low,124242
1,1,5,142,4,0,0,0,sales,low,124243
0.81,0.96,4,212,3,0,0,0,sales,low,124244
0.54,0.67,2,129,3,1,0,0,sales,low,124245
0.18,0.81,5,140,4,0,0,0,sales,low,124246
0.82,0.88,4,149,2,0,0,0,sales,low,124247
0.9,0.96,2,258,2,0,0,0,sales,low,124248
0.62,0.62,4,136,2,0,0,0,sales,medium,124249
0.77,0.76,2,216,3,1,0,0,accounting,medium,124250
0.58,0.86,3,151,2,0,0,0,accounting,medium,124251
0.27,0.47,5,217,6,0,0,0,accounting,medium,124252
0.78,0.72,4,219,3,0,0,0,hr,medium,124253
0.98,0.66,3,150,3,0,0,0,hr,medium,124254
0.75,0.5,4,98,4,0,0,0,hr,medium,124255
0.74,0.67,5,140,3,0,0,0,hr,medium,124256
0.9,0.99,3,259,3,1,0,0,technical,medium,124257
0.73,0.71,5,215,6,1,0,0,technical,medium,124258
0.9,0.62,4,258,3,0,0,0,technical,medium,124259
0.68,0.91,4,162,3,1,0,0,technical,medium,124260
0.9,0.74,3,260,4,0,0,0,technical,high,124261
0.64,0.93,5,198,2,0,0,0,technical,high,124262
0.63,0.9,2,242,3,1,0,0,technical,high,124263
0.87,0.89,4,219,4,0,0,0,technical,high,124264
0.6,0.55,4,204,3,0,0,0,technical,high,124265
0.7,0.74,3,157,3,0,0,0,technical,high,124266
0.15,0.94,5,244,6,0,0,0,technical,high,124267
0.45,0.75,3,122,3,0,0,0,support,high,124268
0.43,0.9,5,282,5,0,0,0,support,low,124269
0.92,0.46,5,195,5,0,0,0,support,low,124270
0.72,0.81,4,134,2,0,0,0,support,low,124271
0.94,0.84,3,210,2,0,0,0,support,low,124272
0.74,0.52,3,170,3,0,0,0,support,low,124273
0.48,0.71,2,140,3,1,0,0,support,low,124274
0.84,0.76,5,215,2,1,0,0,support,low,124275
0.53,0.86,3,150,3,0,0,0,support,low,124276
0.45,0.88,5,268,3,1,0,0,support,medium,124277
0.95,0.67,4,270,4,0,0,0,support,medium,124278
0.95,0.58,3,163,3,0,0,0,technical,medium,124279
0.7,0.85,3,188,2,0,0,0,technical,medium,124280
0.19,0.93,3,110,4,0,0,0,technical,medium,124281
0.74,0.91,5,135,3,0,0,0,management,medium,124282
0.54,0.59,4,228,3,0,0,0,IT,medium,124283
0.5,0.69,5,172,2,0,0,0,IT,medium,124284
0.95,0.72,3,168,5,0,0,0,IT,medium,124285
0.69,0.69,5,160,3,0,0,0,IT,medium,124286
0.24,0.74,5,282,3,0,0,0,IT,medium,124287
0.96,0.7,5,184,2,1,0,0,product_mng,medium,124288
0.61,0.5,4,217,4,1,0,0,product_mng,medium,124289
0.76,0.53,6,281,3,0,0,0,product_mng,medium,124290
0.61,0.64,3,245,2,0,0,0,product_mng,medium,124291
0.37,0.48,2,285,5,0,0,0,IT,medium,124292
0.81,0.9,4,165,3,0,0,0,RandD,medium,124293
0.59,0.9,3,146,3,0,0,0,RandD,medium,124294
0.73,0.82,3,133,3,0,0,0,RandD,medium,124295
0.87,0.57,2,181,6,0,0,0,RandD,medium,124296
0.67,0.66,6,152,3,0,0,0,RandD,medium,124297
